job_id,battery,scenario_id,family,n,p,method,data_seed,split_seed,method_seed,bootstrap_seed,split_replicate,signal_profile,effect_profile,group_structure,within_rho,cross_rho,binomial_target_prevalence,reuse_from_battery,run_this
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2345,102345,1002345,102345,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2345,102345,2002345,2002345,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2345,102345,3002345,3002345,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2345,102345,4002345,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2500,102500,1002500,102500,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2500,102500,2002500,2002500,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2500,102500,3002500,3002500,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2500,102500,4002500,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2718,102718,1002718,102718,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2718,102718,2002718,2002718,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2718,102718,3002718,3002718,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2718,102718,4002718,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2801,102801,1002801,102801,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2801,102801,2002801,2002801,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2801,102801,3002801,3002801,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2801,102801,4002801,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,3001,103001,1003001,103001,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,3001,103001,2003001,2003001,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,3001,103001,3003001,3003001,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,3001,103001,4003001,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,3141,103141,1003141,103141,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,3141,103141,2003141,2003141,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,3141,103141,3003141,3003141,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,3141,103141,4003141,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_3333_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,3333,103333,1003333,103333,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_3333_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,3333,103333,2003333,2003333,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_3333_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,3333,103333,3003333,3003333,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_3333_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,3333,103333,4003333,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_3500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,3500,103500,1003500,103500,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_3500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,3500,103500,2003500,2003500,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_3500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,3500,103500,3003500,3003500,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_3500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,3500,103500,4003500,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_SGL-WQS_3777_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,3777,103777,1003777,103777,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_gWQS_3777_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,gWQS,3777,103777,2003777,2003777,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_groupWQS_3777_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,3777,103777,3003777,3003777,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_heterogeneous_n1000_p100_qgcomp_3777_NA,D_unbalanced_effect_factorial,D_binomial_balanced_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,3777,103777,4003777,NA,NA,heterogeneous,heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_42_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,42,100042,1000042,100042,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_42_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,42,100042,2000042,2000042,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_42_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,42,100042,3000042,3000042,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_42_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,42,100042,4000042,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_71_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,71,100071,1000071,100071,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_71_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,71,100071,2000071,2000071,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_71_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,71,100071,3000071,3000071,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_71_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,71,100071,4000071,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,123,100123,1000123,100123,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,123,100123,2000123,2000123,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,123,100123,3000123,3000123,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,123,100123,4000123,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_256_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,256,100256,1000256,100256,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_256_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,256,100256,2000256,2000256,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_256_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,256,100256,3000256,3000256,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_256_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,256,100256,4000256,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_314_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,314,100314,1000314,100314,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_314_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,314,100314,2000314,2000314,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_314_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,314,100314,3000314,3000314,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_314_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,314,100314,4000314,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,500,100500,1000500,100500,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,500,100500,2000500,2000500,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,500,100500,3000500,3000500,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,500,100500,4000500,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_617_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,617,100617,1000617,100617,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_617_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,617,100617,2000617,2000617,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_617_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,617,100617,3000617,3000617,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_617_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,617,100617,4000617,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,789,100789,1000789,100789,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,789,100789,2000789,2000789,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,789,100789,3000789,3000789,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,789,100789,4000789,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,888,100888,1000888,100888,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,888,100888,2000888,2000888,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,888,100888,3000888,3000888,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,888,100888,4000888,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_SGL-WQS_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,SGL-WQS,999,100999,1000999,100999,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_gWQS_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,gWQS,999,100999,2000999,2000999,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_groupWQS_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,groupWQS,999,100999,3000999,3000999,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_uniform_baseline_n1000_p100_qgcomp_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_uniform_baseline_n1000_p100,binomial,1000,100,qgcomp,999,100999,4000999,NA,NA,uniform_baseline,uniform_baseline,balanced,0.45,0.05,0.2,NA,TRUE
